Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
2024,340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,BRUNSWICK,0.589,0,Not Available,0.794,0 out of 10,Not Available,0 out of 10,0.65,0,Not Available,1.109,0 out of 10,Not Available,0 out of 10,0 out of 10,0.717,0,0.373,0.802,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.359,0.241,5 out of 10,3 out of 9,5 out of 10
2024,340166,ATRIUM HEALTH UNIVERSITY CITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,MECKLENBURG,0.589,0,0.689,2.133,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.000,0.578,1 out of 10,0 out of 9,1 out of 10,10 out of 10,0.717,0,1.547,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,0.000,Not Available,Not Available,Not Available,Not Available,0.726,0,0.726,1.298,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.288,0.508,1 out of 10,0 out of 9,1 out of 10
2024,340171,NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,MECKLENBURG,0.589,0,0.000,0.756,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.824,0.314,5 out of 10,6 out of 9,6 out of 10,3 out of 10,0.717,0,1.313,0.924,0 out of 10,2 out of 9,2 out of 10,0.738,0,1.188,0.552,3 out of 10,5 out of 9,5 out of 10,0.726,0,0.000,0.870,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.230,0.160,7 out of 10,3 out of 9,7 out of 10
2024,340173,WAKEMED  CARY HOSPITAL,1900 KILDARE FARM ROAD,CARY,NC,27518,WAKE,0.589,0,2.698,1.619,0 out of 10,3 out of 9,3 out of 10,0.65,0,1.423,0.575,2 out of 10,5 out of 9,5 out of 10,4 out of 10,0.717,0,0.357,0.513,3 out of 10,0 out of 9,3 out of 10,0.738,0,1.847,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.52,0.014,0.449,0.080,8 out of 10,8 out of 9,8 out of 10
2024,340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,MECKLENBURG,0.589,0,0.890,0.393,3 out of 10,5 out of 9,5 out of 10,0.65,0,0.000,0.285,6 out of 10,0 out of 9,6 out of 10,0 out of 10,0.717,0,0.222,1.152,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.758,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.830,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.141,0.231,6 out of 10,0 out of 9,6 out of 10
2024,340184,HAYWOOD REGIONAL MEDICAL CENTER,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,HAYWOOD,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,0.491,0.450,3 out of 10,0 out of 9,3 out of 10,Not Available,0.717,0,0.000,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,1.585,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.460,0.234,6 out of 10,5 out of 9,6 out of 10
2024,340187,DAVIE MEDICAL CENTER,329 NC HWY 801 N,BERMUDA RUN,NC,27006,DAVIE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.550,0 out of 10,0 out of 9,0 out of 10
2024,340188,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,RAEFORD,NC,28376,HOKE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.000,10 out of 10,0 out of 9,10 out of 10
2024,340190,NOVANT HEALTH MINT HILL MEDICAL CENTER,8201 HEALTHCARE LOOP,CHARLOTTE,NC,28215,MECKLENBURG,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.811,0.000,10 out of 10,9 out of 9,10 out of 10
2024,350002,CHI ST ALEXIUS HEALTH,900 E BROADWAY,BISMARCK,ND,58501,BURLEIGH,0.589,0,0.615,0.678,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.688,0.260,6 out of 10,6 out of 9,6 out of 10,1 out of 10,0.717,0,0.495,0.641,1 out of 10,0 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.363,0.458,4 out of 10,0 out of 9,4 out of 10,0.52,0.014,0.377,0.349,4 out of 10,0 out of 9,4 out of 10
2024,350006,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701,WARD,0.589,0,0.146,0.398,3 out of 10,0 out of 9,3 out of 10,0.65,0,0.516,0.248,6 out of 10,5 out of 9,6 out of 10,10 out of 10,0.717,0,1.266,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.578,2.112,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.713,0.618,0 out of 10,1 out of 9,1 out of 10
2024,350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,58122,CASS,0.589,0,0.491,0.579,1 out of 10,0 out of 9,1 out of 10,0.65,0,0.878,0.377,4 out of 10,5 out of 9,5 out of 10,0 out of 10,0.717,0,0.983,1.153,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.375,0.281,6 out of 10,2 out of 9,6 out of 10,0.52,0.014,0.780,0.631,0 out of 10,1 out of 9,1 out of 10
2024,350015,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,BISMARCK,ND,58506,BURLEIGH,0.589,0,0.358,0.251,6 out of 10,2 out of 9,6 out of 10,0.65,0,0.496,0.543,2 out of 10,0 out of 9,2 out of 10,7 out of 10,0.717,0,0.603,0.163,7 out of 10,7 out of 9,7 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.573,0.773,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.446,0.533,0 out of 10,0 out of 9,0 out of 10
2024,350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,GRAND FORKS,ND,58201,GRAND FORKS,0.589,0,0.599,0.198,6 out of 10,6 out of 9,6 out of 10,0.65,0,0.686,0.568,2 out of 10,1 out of 9,2 out of 10,1 out of 10,0.717,0,2.019,1.715,0 out of 10,1 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.346,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.523,0.525,0 out of 10,0 out of 9,0 out of 10
2024,350070,ESSENTIA HEALTH,3000 32ND AVE SOUTH,FARGO,ND,58104,CASS,0.589,0,0.000,0.431,3 out of 10,0 out of 9,3 out of 10,0.65,0,1.266,0.406,4 out of 10,6 out of 9,6 out of 10,0 out of 10,0.717,0,0.812,0.969,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.569,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.600,0.843,0 out of 10,0 out of 9,0 out of 10
2024,360001,MERCY HEALTH-ANDERSON HOSPITAL,7500 STATE ROAD,CINCINNATI,OH,45255,HAMILTON,0.589,0,0.588,0.742,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.645,0.908,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.972,1.071,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.753,1.177,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.348,0.110,8 out of 10,7 out of 9,8 out of 10
2024,360002,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,1025 CENTER ST,ASHLAND,OH,44805,ASHLAND,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.179,0.000,10 out of 10,9 out of 9,10 out of 10
2024,360003,UNIVERSITY OF CINCINNATI MEDICAL CENTER  LLC,3188 BELLEVUE AVENUE,CINCINNATI,OH,45219,HAMILTON,0.589,0,0.862,1.174,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.510,0.383,4 out of 10,2 out of 9,4 out of 10,3 out of 10,0.717,0,1.809,1.098,0 out of 10,3 out of 9,3 out of 10,0.738,0,0.560,0.532,3 out of 10,0 out of 9,3 out of 10,0.726,0,1.428,1.681,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.827,0.783,0 out of 10,0 out of 9,0 out of 10
2024,360006,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,COLUMBUS,OH,43214,FRANKLIN,0.589,0,0.380,0.568,1 out of 10,0 out of 9,1 out of 10,0.65,0,0.598,0.456,3 out of 10,2 out of 9,3 out of 10,3 out of 10,0.717,0,1.015,0.772,0 out of 10,2 out of 9,2 out of 10,0.738,0,1.013,0.305,6 out of 10,6 out of 9,6 out of 10,0.726,0,1.429,0.696,1 out of 10,5 out of 9,5 out of 10,0.52,0.014,0.734,0.691,0 out of 10,0 out of 9,0 out of 10
2024,360008,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,PORTSMOUTH,OH,45662,SCIOTO,0.589,0,0.000,0.540,1 out of 10,0 out of 9,1 out of 10,0.65,0,0.327,0.336,5 out of 10,0 out of 9,5 out of 10,0 out of 10,0.717,0,1.433,2.332,0 out of 10,0 out of 9,0 out of 10,0.738,0,1.252,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,1.614,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.675,0.476,1 out of 10,3 out of 9,3 out of 10
2024,360009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,ALLEN,0.589,0,0.565,0.558,1 out of 10,0 out of 9,1 out of 10,0.65,0,0.380,2.204,0 out of 10,0 out of 9,0 out of 10,4 out of 10,0.717,0,Not Available,0.431,4 out of 10,Not Available,4 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,0.394,0.726,0 out of 10,0 out of 9,0 out of 10
2024,360010,UNION HOSPITAL,659 BOULEVARD,DOVER,OH,44622,TUSCARAWAS,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,1.427,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,0.000,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.468,0.571,0 out of 10,0 out of 9,0 out of 10
2024,360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,MARION,0.589,0,0.000,0.651,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.990,1.548,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.717,0,0.000,0.485,3 out of 10,0 out of 9,3 out of 10,0.738,0,1.433,Not Available,Not Available,Not Available,Not Available,0.726,0,2.106,0.876,0 out of 10,5 out of 9,5 out of 10,0.52,0.014,0.374,0.724,0 out of 10,0 out of 9,0 out of 10
2024,360012,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,FRANKLIN,0.589,0,0.174,0.784,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.213,0.456,3 out of 10,0 out of 9,3 out of 10,2 out of 10,0.717,0,0.237,0.585,2 out of 10,0 out of 9,2 out of 10,0.738,0,0.483,Not Available,Not Available,Not Available,Not Available,0.726,0,0.593,1.030,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.117,0.214,6 out of 10,0 out of 9,6 out of 10
2024,360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,SHELBY,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.443,0.315,4 out of 10,2 out of 9,4 out of 10
2024,360014,OHIOHEALTH O'BLENESS HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.428,2 out of 10,0 out of 9,2 out of 10
2024,360016,THE JEWISH HOSPITAL-MERCY HEALTH,4777 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,0.589,0,0.566,0.845,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.995,0.000,10 out of 10,9 out of 9,10 out of 10,0 out of 10,0.717,0,0.000,0.784,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.203,0.347,5 out of 10,7 out of 9,7 out of 10,0.52,0.014,0.702,0.499,1 out of 10,2 out of 9,2 out of 10
2024,360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,FRANKLIN,0.589,0,0.345,0.943,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.426,1.299,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.634,1.010,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.955,1.420,0 out of 10,0 out of 9,0 out of 10,0.726,0,1.156,2.638,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.527,0.542,0 out of 10,0 out of 9,0 out of 10
2024,360020,SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,AKRON,OH,44309,SUMMIT,0.589,0,0.595,0.825,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.821,0.328,5 out of 10,6 out of 9,6 out of 10,2 out of 10,0.717,0,0.625,0.664,1 out of 10,0 out of 9,1 out of 10,0.738,0,3.117,0.392,5 out of 10,8 out of 9,8 out of 10,0.726,0,0.383,1.245,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.786,0.785,0 out of 10,0 out of 9,0 out of 10
2024,360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,ERIE,0.589,0,0.373,2.784,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.877,0.838,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,0.791,Not Available,Not Available,Not Available,Not Available,0.738,0,0.000,Not Available,Not Available,Not Available,Not Available,0.726,0,0.409,1.567,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.527,0.933,0 out of 10,0 out of 9,0 out of 10
2024,360027,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,AKRON,OH,44307,SUMMIT,0.589,0,0.920,0.703,0 out of 10,2 out of 9,2 out of 10,0.65,0,0.480,0.340,5 out of 10,2 out of 9,5 out of 10,4 out of 10,0.717,0,1.209,0.659,1 out of 10,4 out of 9,4 out of 10,0.738,0,1.929,Not Available,Not Available,Not Available,Not Available,0.726,0,0.632,0.440,4 out of 10,3 out of 9,4 out of 10,0.52,0.014,0.401,0.290,5 out of 10,2 out of 9,5 out of 10
2024,360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,WOOD,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.876,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.415,0.174,7 out of 10,6 out of 9,7 out of 10
2024,360032,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,AUGLAIZE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.287,0.466,1 out of 10,0 out of 9,1 out of 10
2024,360035,MOUNT CARMEL EAST & WEST,6001 EAST BROAD STREET,COLUMBUS,OH,43213,FRANKLIN,0.589,0,1.110,1.444,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.052,0.815,0 out of 10,2 out of 9,2 out of 10,0 out of 10,0.717,0,0.971,0.956,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.540,1.386,0 out of 10,0 out of 9,0 out of 10,0.726,0,1.320,1.460,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.483,0.343,4 out of 10,2 out of 9,4 out of 10
2024,360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,WAYNE,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,1.819,0.000,10 out of 10,9 out of 9,10 out of 10,Not Available,0.717,0,1.589,Not Available,Not Available,Not Available,Not Available,0.738,0,0.820,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.093,0.209,6 out of 10,0 out of 9,6 out of 10
2024,360039,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,0.589,0,1.036,0.677,0 out of 10,3 out of 9,3 out of 10,0.65,0,0.884,0.163,7 out of 10,8 out of 9,8 out of 10,4 out of 10,0.717,0,1.305,0.999,0 out of 10,2 out of 9,2 out of 10,0.738,0,1.638,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,0.000,0.247,6 out of 10,0 out of 9,6 out of 10,0.52,0.014,0.739,0.650,0 out of 10,1 out of 9,1 out of 10
2024,360040,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,KNOX,0.589,0,Not Available,3.270,0 out of 10,Not Available,0 out of 10,0.65,0,0.000,1.208,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.506,0.950,0 out of 10,0 out of 9,0 out of 10
2024,360041,PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,PARMA,OH,44129,CUYAHOGA,0.589,0,1.546,0.360,4 out of 10,7 out of 9,7 out of 10,0.65,0,0.366,0.000,10 out of 10,9 out of 9,10 out of 10,3 out of 10,0.717,0,0.448,0.505,3 out of 10,0 out of 9,3 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.428,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.751,0.402,3 out of 10,4 out of 9,4 out of 10
2024,360044,WAYNE HOSPITAL,835 SWEITZER STREET,GREENVILLE,OH,45331,DARKE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.878,0.422,2 out of 10,5 out of 9,5 out of 10
2024,360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,OH,45056,BUTLER,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.229,0.000,10 out of 10,9 out of 9,10 out of 10
2024,360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43699,LUCAS,0.589,0,0.158,0.245,6 out of 10,0 out of 9,6 out of 10,0.65,0,0.529,0.000,10 out of 10,9 out of 9,10 out of 10,1 out of 10,0.717,0,0.332,0.702,1 out of 10,0 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.111,0.841,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.564,0.363,3 out of 10,3 out of 9,3 out of 10
2024,360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,MONTGOMERY,0.589,0,0.444,0.032,9 out of 10,9 out of 9,9 out of 10,0.65,0,0.347,0.417,4 out of 10,0 out of 9,4 out of 10,5 out of 10,0.717,0,0.714,0.356,5 out of 10,5 out of 9,5 out of 10,0.738,0,0.577,0.396,5 out of 10,3 out of 9,5 out of 10,0.726,0,0.910,1.516,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.601,0.657,0 out of 10,0 out of 9,0 out of 10
2024,360054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,OH,45631,GALLIA,0.589,0,0.000,0.611,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.362,0.889,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.858,2.874,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.720,0.475,1 out of 10,3 out of 9,3 out of 10
2024,360055,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,0.589,0,0.620,0.898,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.948,0.487,3 out of 10,4 out of 9,4 out of 10,10 out of 10,0.717,0,2.489,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.424,1.629,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.423,0.348,4 out of 10,1 out of 9,4 out of 10
2024,360056,MERCY HEALTH - FAIRFIELD HOSPITAL,3000 MACK ROAD,FAIRFIELD,OH,45014,BUTLER,0.589,0,0.232,0.857,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.606,0.576,2 out of 10,0 out of 9,2 out of 10,0 out of 10,0.717,0,0.000,1.768,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.000,3.934,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.464,0.440,4 out of 10,0 out of 9,4 out of 10,0.52,0.014,0.723,0.207,6 out of 10,7 out of 9,7 out of 10
2024,360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,MERCER,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.347,0.418,2 out of 10,6 out of 9,6 out of 10
2024,360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,0.589,0,0.682,0.566,1 out of 10,1 out of 9,1 out of 10,0.65,0,0.085,0.519,2 out of 10,0 out of 9,2 out of 10,0 out of 10,0.717,0,0.679,2.030,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.545,2.834,0 out of 10,0 out of 9,0 out of 10,0.726,0,1.256,1.578,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.403,0.532,0 out of 10,0 out of 9,0 out of 10
